Subjects,lh,lh-Corpus_Collosum,lh-Frontal,lh-Insula,lh-Occipital,lh-Parietal,lh-Temporal,rh,rh-Corpus_Collosum,rh-Frontal,rh-Insula,rh-Occipital,rh-Parietal,rh-Temporal
0010001,598251.2883,,,,,,,588900.8516,,,,,,
0010002,530513.9245,,,,,,,539353.4912,,,,,,
0010004,484095.2614,,,,,,,455029.8627,,,,,,
