Subjects,lh,lh-Corpus_Collosum,lh-Frontal,lh-Insula,lh-Occipital,lh-Parietal,lh-Temporal,rh,rh-Corpus_Collosum,rh-Frontal,rh-Insula,rh-Occipital,rh-Parietal,rh-Temporal
0010001,,0.37823,6.6511,0,4.1498,2.8926,3.5112,,0.50888,6.856,0,3.1827,2.9327,3.2117
0010002,,0.38414,6.397,0,2.9874,2.8617,3.278,,0.33367,5.933,0,3.5473,2.7197,3.2171
0010004,,0.47359,6.4334,0,3.6809,2.9945,3.4176,,0.61306,6.3486,0,3.5655,2.5519,3.1429
