Subjects,lh,lh-Corpus_Collosum,lh-Frontal,lh-Insula,lh-Occipital,lh-Parietal,lh-Temporal,rh,rh-Corpus_Collosum,rh-Frontal,rh-Insula,rh-Occipital,rh-Parietal,rh-Temporal
0010001,92343.2688,,,,,,,91691.3457,,,,,,
0010002,84640.3692,,,,,,,84217.5327,,,,,,
0010004,69198.1123,,,,,,,70574.3762,,,,,,
