Subjects,lh,lh-Corpus_Collosum,lh-Frontal,lh-Insula,lh-Occipital,lh-Parietal,lh-Temporal,rh,rh-Corpus_Collosum,rh-Frontal,rh-Insula,rh-Occipital,rh-Parietal,rh-Temporal
0010001,795722.8717,,,,,,,749351.9984,,,,,,
0010002,709252.4189,,,,,,,701252.3975,,,,,,
0010004,608904.8814,,,,,,,526436.4028,,,,,,
