Subjects,lh,lh-Corpus_Collosum,lh-Frontal,lh-Insula,lh-Occipital,lh-Parietal,lh-Temporal,rh,rh-Corpus_Collosum,rh-Frontal,rh-Insula,rh-Occipital,rh-Parietal,rh-Temporal
0010001,,0.36653,6.6718,0,4.1625,2.7478,3.4342,,0.51851,6.847,0,3.2251,2.8672,3.2107
0010002,,0.37194,6.3744,0,2.9625,2.7597,3.2397,,0.30996,6.0495,0,3.5776,2.7323,3.1773
0010004,,0.46466,6.312,0,3.6856,2.8759,3.3343,,0.64667,6.3733,0,3.52,2.577,3.1663
