Subjects,lh,lh-Corpus_Collosum,lh-Frontal,lh-Insula,lh-Occipital,lh-Parietal,lh-Temporal,rh,rh-Corpus_Collosum,rh-Frontal,rh-Insula,rh-Occipital,rh-Parietal,rh-Temporal
0010001,627735.0081,,,,,,,617459.0625,,,,,,
0010002,557966.3199,,,,,,,566638.9582,,,,,,
0010004,507862.1373,,,,,,,481563.3676,,,,,,
